Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
145472,PULIDO,ASHLEY,,26,3,2,7,,1111111397,16,,3,3,B,B,90,"('145472','PULIDO','ASHLEY','','26','3','2','7','','1111111397','16','','3','3','B','B','90'),",,,,,
145730,RIZZO,ALEXA,,26,4,3,8,,1111111398,16,,3,3,C,C,90,"('145730','RIZZO','ALEXA','','26','4','3','8','','1111111398','16','','3','3','C','C','90'),",,,,,
145970,SANTOSALBORNA,ADRIAN,,26,1,1,1,,1111111399,16,,3,3,A,A,90,"('145970','SANTOSALBORNA','ADRIAN','','26','1','1','1','','1111111399','16','','3','3','A','A','90'),",,,,,
145988,SARJEANT,JASMINE,,26,2,2,2,,1111111400,16,,3,3,B,B,90,"('145988','SARJEANT','JASMINE','','26','2','2','2','','1111111400','16','','3','3','B','B','90'),",,,,,
146306,SMALLWOOD,MARY,,26,3,3,3,,1111111401,16,,3,3,C,C,90,"('146306','SMALLWOOD','MARY','','26','3','3','3','','1111111401','16','','3','3','C','C','90'),",,,,,
146456,STATEN,DARIUS,,26,4,1,4,,1111111402,16,,3,3,A,A,90,"('146456','STATEN','DARIUS','','26','4','1','4','','1111111402','16','','3','3','A','A','90'),",,,,,
146606,TARR,NICHOLAS,,26,1,2,5,,1111111403,16,,3,3,B,B,90,"('146606','TARR','NICHOLAS','','26','1','2','5','','1111111403','16','','3','3','B','B','90'),",,,,,
146660,THOMAS,KEVIN,,26,2,3,6,,1111111404,16,,3,3,C,C,90,"('146660','THOMAS','KEVIN','','26','2','3','6','','1111111404','16','','3','3','C','C','90'),",,,,,
146738,TISDALE,CANDICE,,26,3,1,7,,1111111405,16,,3,3,A,A,90,"('146738','TISDALE','CANDICE','','26','3','1','7','','1111111405','16','','3','3','A','A','90'),",,,,,
146864,URMENITA,JERICHO,,26,4,2,8,,1111111406,16,,3,3,B,B,90,"('146864','URMENITA','JERICHO','','26','4','2','8','','1111111406','16','','3','3','B','B','90'),",,,,,
146996,WALKER,J,,26,1,3,1,,1111111407,16,,3,3,C,C,90,"('146996','WALKER','J','','26','1','3','1','','1111111407','16','','3','3','C','C','90'),",,,,,
147242,WILLIAMS,JON,,26,2,1,2,,1111111408,16,,3,3,A,A,90,"('147242','WILLIAMS','JON','','26','2','1','2','','1111111408','16','','3','3','A','A','90'),",,,,,
147368,WORTHINGTON,WAYNE,,26,3,2,3,,1111111409,16,,3,3,B,B,90,"('147368','WORTHINGTON','WAYNE','','26','3','2','3','','1111111409','16','','3','3','B','B','90'),",,,,,
110030,ACKERMANN,NORA,,27,4,3,4,,1111111410,16,,3,3,C,C,90,"('110030','ACKERMANN','NORA','','27','4','3','4','','1111111410','16','','3','3','C','C','90'),",,,,,
110240,ARNOLD,ERIC,,27,1,1,5,,1111111411,16,,3,3,A,A,90,"('110240','ARNOLD','ERIC','','27','1','1','5','','1111111411','16','','3','3','A','A','90'),",,,,,
110432,BARRETT,BRETT,,27,2,2,6,,1111111412,16,,3,3,B,B,90,"('110432','BARRETT','BRETT','','27','2','2','6','','1111111412','16','','3','3','B','B','90'),",,,,,
110516,BECKLER,BRANDON,,27,3,3,7,,1111111413,16,,3,3,C,C,90,"('110516','BECKLER','BRANDON','','27','3','3','7','','1111111413','16','','3','3','C','C','90'),",,,,,
110636,BETTIS,MICHAEL,,27,4,1,8,,1111111414,16,,3,3,A,A,90,"('110636','BETTIS','MICHAEL','','27','4','1','8','','1111111414','16','','3','3','A','A','90'),",,,,,
111146,CANDALOR,BETHANY,,27,1,2,1,,1111111415,16,,3,3,B,B,90,"('111146','CANDALOR','BETHANY','','27','1','2','1','','1111111415','16','','3','3','B','B','90'),",,,,,
111239,CASTRO,VICTOR,,27,2,3,2,,1111111416,16,,3,3,C,C,90,"('111239','CASTRO','VICTOR','','27','2','3','2','','1111111416','16','','3','3','C','C','90'),",,,,,
112058,DUNN,KEVIN,,27,3,1,3,,1111111417,16,,3,3,A,A,90,"('112058','DUNN','KEVIN','','27','3','1','3','','1111111417','16','','3','3','A','A','90'),",,,,,
112586,GREENAWALT,GAYLAN,,27,4,2,4,,1111111418,16,,3,3,B,B,90,"('112586','GREENAWALT','GAYLAN','','27','4','2','4','','1111111418','16','','3','3','B','B','90'),",,,,,
113198,JACKSON,WESLEY,,27,1,3,5,,1111111419,16,,3,3,C,C,90,"('113198','JACKSON','WESLEY','','27','1','3','5','','1111111419','16','','3','3','C','C','90'),",,,,,
113402,KIERNAN,JULIE,,27,2,1,6,,1111111420,16,,3,3,A,A,90,"('113402','KIERNAN','JULIE','','27','2','1','6','','1111111420','16','','3','3','A','A','90'),",,,,,
113534,KRAMER,ANDREW,,27,3,2,7,,1111111421,16,,3,3,B,B,90,"('113534','KRAMER','ANDREW','','27','3','2','7','','1111111421','16','','3','3','B','B','90'),",,,,,
113816,LOCKHART,MARC,,27,4,3,8,,1111111422,16,,3,3,C,C,90,"('113816','LOCKHART','MARC','','27','4','3','8','','1111111422','16','','3','3','C','C','90'),",,,,,
114038,MANNION,LUKE,,27,1,1,1,,1111111423,16,,3,3,A,A,90,"('114038','MANNION','LUKE','','27','1','1','1','','1111111423','16','','3','3','A','A','90'),",,,,,
114326,MECKLE,ERICK,,27,2,2,2,,1111111424,16,,3,3,B,B,90,"('114326','MECKLE','ERICK','','27','2','2','2','','1111111424','16','','3','3','B','B','90'),",,,,,
114482,MINCKS,STEVEN,,27,3,3,3,,1111111425,16,,3,3,C,C,90,"('114482','MINCKS','STEVEN','','27','3','3','3','','1111111425','16','','3','3','C','C','90'),",,,,,
114542,MONCADA,LEIGHTON,,27,4,1,4,,1111111426,16,,3,3,A,A,90,"('114542','MONCADA','LEIGHTON','','27','4','1','4','','1111111426','16','','3','3','A','A','90'),",,,,,
114566,MOOMAU,ALAINIA,,27,1,2,5,,1111111427,16,,3,3,B,B,90,"('114566','MOOMAU','ALAINIA','','27','1','2','5','','1111111427','16','','3','3','B','B','90'),",,,,,
114614,MOSHOS,THOMAS,,27,2,3,6,,1111111428,16,,3,3,C,C,90,"('114614','MOSHOS','THOMAS','','27','2','3','6','','1111111428','16','','3','3','C','C','90'),",,,,,
114716,NAFIS,THERESA,,27,3,1,7,,1111111429,16,,3,3,A,A,90,"('114716','NAFIS','THERESA','','27','3','1','7','','1111111429','16','','3','3','A','A','90'),",,,,,
115064,PAPPALARDO,PETER,,27,4,2,8,,1111111430,16,,3,3,B,B,90,"('115064','PAPPALARDO','PETER','','27','4','2','8','','1111111430','16','','3','3','B','B','90'),",,,,,
115112,PECK,JASON,,27,1,3,1,,1111111431,16,,3,3,C,C,90,"('115112','PECK','JASON','','27','1','3','1','','1111111431','16','','3','3','C','C','90'),",,,,,
115589,ROBERSON,FRANKLIN,,27,2,1,2,,1111111432,16,,3,3,A,A,90,"('115589','ROBERSON','FRANKLIN','','27','2','1','2','','1111111432','16','','3','3','A','A','90'),",,,,,
115628,ROCHE,JACOB,,27,3,2,3,,1111111433,16,,3,3,B,B,90,"('115628','ROCHE','JACOB','','27','3','2','3','','1111111433','16','','3','3','B','B','90'),",,,,,
115646,RODRIGUEZ,MARCELLA,,27,4,3,4,,1111111434,16,,3,3,C,C,90,"('115646','RODRIGUEZ','MARCELLA','','27','4','3','4','','1111111434','16','','3','3','C','C','90'),",,,,,
115760,ROSSOVSKIJ,NIKOLAJ,,27,1,1,5,,1111111435,16,,3,3,A,A,90,"('115760','ROSSOVSKIJ','NIKOLAJ','','27','1','1','5','','1111111435','16','','3','3','A','A','90'),",,,,,
115964,SCHONBERG,KARL,,27,2,2,6,,1111111436,16,,3,3,B,B,90,"('115964','SCHONBERG','KARL','','27','2','2','6','','1111111436','16','','3','3','B','B','90'),",,,,,
115994,SCOTT,ALLISON,,27,3,3,7,,1111111437,16,,3,3,C,C,90,"('115994','SCOTT','ALLISON','','27','3','3','7','','1111111437','16','','3','3','C','C','90'),",,,,,
116102,SHELLGREN,ANDREW,,27,4,1,8,,1111111438,16,,3,3,A,A,90,"('116102','SHELLGREN','ANDREW','','27','4','1','8','','1111111438','16','','3','3','A','A','90'),",,,,,
116378,STEPHENSON,ANDREW,,27,1,2,1,,1111111439,16,,3,3,B,B,90,"('116378','STEPHENSON','ANDREW','','27','1','2','1','','1111111439','16','','3','3','B','B','90'),",,,,,
116522,TAFFER,JOSHUA,,27,2,3,2,,1111111440,16,,3,3,C,C,90,"('116522','TAFFER','JOSHUA','','27','2','3','2','','1111111440','16','','3','3','C','C','90'),",,,,,
116786,VIOLA,NICHOLAS,,27,3,1,3,,1111111441,16,,3,3,A,A,90,"('116786','VIOLA','NICHOLAS','','27','3','1','3','','1111111441','16','','3','3','A','A','90'),",,,,,
117164,WRIGHT,RENALDO,,27,4,2,4,,1111111442,16,,3,3,B,B,90,"('117164','WRIGHT','RENALDO','','27','4','2','4','','1111111442','16','','3','3','B','B','90'),",,,,,
120168,APPLING,WILL,,27,1,3,5,,1111111443,16,,3,3,C,C,90,"('120168','APPLING','WILL','','27','1','3','5','','1111111443','16','','3','3','C','C','90'),",,,,,
120594,BOORNAZIAN,CHARLES,,27,2,1,6,,1111111444,16,,3,3,A,A,90,"('120594','BOORNAZIAN','CHARLES','','27','2','1','6','','1111111444','16','','3','3','A','A','90'),",,,,,
120612,BOSS,JENYA,,27,3,2,7,,1111111445,16,,3,3,B,B,90,"('120612','BOSS','JENYA','','27','3','2','7','','1111111445','16','','3','3','B','B','90'),",,,,,
120714,BRONSON,JESSICA,,27,4,3,8,,1111111446,16,,3,3,C,C,90,"('120714','BRONSON','JESSICA','','27','4','3','8','','1111111446','16','','3','3','C','C','90'),",,,,,
120924,CANTOS,MILTON,,27,1,1,1,,1111111447,16,,3,3,A,A,90,"('120924','CANTOS','MILTON','','27','1','1','1','','1111111447','16','','3','3','A','A','90'),",,,,,
121104,CHESSON,JAMES,,27,2,2,2,,1111111448,16,,3,3,B,B,90,"('121104','CHESSON','JAMES','','27','2','2','2','','1111111448','16','','3','3','B','B','90'),",,,,,
121260,COPPOLA,MICHAEL,,27,3,3,3,,1111111449,16,,3,3,C,C,90,"('121260','COPPOLA','MICHAEL','','27','3','3','3','','1111111449','16','','3','3','C','C','90'),",,,,,
121962,ESTREM,TINA,,27,4,1,4,,1111111450,16,,3,3,A,A,90,"('121962','ESTREM','TINA','','27','4','1','4','','1111111450','16','','3','3','A','A','90'),",,,,,
122046,FERRANO,RAYMOND,,27,1,2,5,,1111111451,16,,3,3,B,B,90,"('122046','FERRANO','RAYMOND','','27','1','2','5','','1111111451','16','','3','3','B','B','90'),",,,,,
122196,FOXTON,HEATHER,,27,2,3,6,,1111111452,16,,3,3,C,C,90,"('122196','FOXTON','HEATHER','','27','2','3','6','','1111111452','16','','3','3','C','C','90'),",,,,,
122532,GORIE,ANDREW,,27,3,1,7,,1111111453,16,,3,3,A,A,90,"('122532','GORIE','ANDREW','','27','3','1','7','','1111111453','16','','3','3','A','A','90'),",,,,,
122616,GURRISTER,MATTHEW,,27,4,2,8,,1111111454,16,,3,3,B,B,90,"('122616','GURRISTER','MATTHEW','','27','4','2','8','','1111111454','16','','3','3','B','B','90'),",,,,,
122658,HAHN,ANDREW,,27,1,3,1,,1111111455,16,,3,3,C,C,90,"('122658','HAHN','ANDREW','','27','1','3','1','','1111111455','16','','3','3','C','C','90'),",,,,,
122754,HARRELL,ANDREW,,27,2,1,2,,1111111456,16,,3,3,A,A,90,"('122754','HARRELL','ANDREW','','27','2','1','2','','1111111456','16','','3','3','A','A','90'),",,,,,
123540,KALSBEEK,JOHN,,27,3,2,3,,1111111457,16,,3,3,B,B,90,"('123540','KALSBEEK','JOHN','','27','3','2','3','','1111111457','16','','3','3','B','B','90'),",,,,,
123828,KRUHOEFFER,BRETT,,27,4,3,4,,1111111458,16,,3,3,C,C,90,"('123828','KRUHOEFFER','BRETT','','27','4','3','4','','1111111458','16','','3','3','C','C','90'),",,,,,
124056,LEONARD,TERRANCE,,27,1,1,5,,1111111459,16,,3,3,A,A,90,"('124056','LEONARD','TERRANCE','','27','1','1','5','','1111111459','16','','3','3','A','A','90'),",,,,,
124092,LINDBERG,SARAH,,27,2,2,6,,1111111460,16,,3,3,B,B,90,"('124092','LINDBERG','SARAH','','27','2','2','6','','1111111460','16','','3','3','B','B','90'),",,,,,
124164,LONG,GARRETT,,27,3,3,7,,1111111461,16,,3,3,C,C,90,"('124164','LONG','GARRETT','','27','3','3','7','','1111111461','16','','3','3','C','C','90'),",,,,,
124170,LONG,SHANE,,27,4,1,8,,1111111462,16,,3,3,A,A,90,"('124170','LONG','SHANE','','27','4','1','8','','1111111462','16','','3','3','A','A','90'),",,,,,
124338,MANZI,EMMA,,27,1,2,1,,1111111463,16,,3,3,B,B,90,"('124338','MANZI','EMMA','','27','1','2','1','','1111111463','16','','3','3','B','B','90'),",,,,,
124416,MASKELL,NICHOLAS,,27,2,3,2,,1111111464,16,,3,3,C,C,90,"('124416','MASKELL','NICHOLAS','','27','2','3','2','','1111111464','16','','3','3','C','C','90'),",,,,,
124536,MCGRAIL,MARINA,,27,3,1,3,,1111111465,16,,3,3,A,A,90,"('124536','MCGRAIL','MARINA','','27','3','1','3','','1111111465','16','','3','3','A','A','90'),",,,,,
124614,MCMONAGLE,MICHAEL,,27,4,2,4,,1111111466,16,,3,3,B,B,90,"('124614','MCMONAGLE','MICHAEL','','27','4','2','4','','1111111466','16','','3','3','B','B','90'),",,,,,
124902,MORGAN,BRYSON,,27,1,3,5,,1111111467,16,,3,3,C,C,90,"('124902','MORGAN','BRYSON','','27','1','3','5','','1111111467','16','','3','3','C','C','90'),",,,,,
124908,MORGAN,CHRISTOPHER,,27,2,1,6,,1111111468,16,,3,3,A,A,90,"('124908','MORGAN','CHRISTOPHER','','27','2','1','6','','1111111468','16','','3','3','A','A','90'),",,,,,
124911,MORLEY,JOSEPH,,27,3,2,7,,1111111469,16,,3,3,B,B,90,"('124911','MORLEY','JOSEPH','','27','3','2','7','','1111111469','16','','3','3','B','B','90'),",,,,,
125070,NEWMAN,SCHAFER,,27,4,3,8,,1111111470,16,,3,3,C,C,90,"('125070','NEWMAN','SCHAFER','','27','4','3','8','','1111111470','16','','3','3','C','C','90'),",,,,,
125148,NOWLIN,AARON,,27,1,1,1,,1111111471,16,,3,3,A,A,90,"('125148','NOWLIN','AARON','','27','1','1','1','','1111111471','16','','3','3','A','A','90'),",,,,,
125154,NOYOLA,MIGUEL,,27,2,2,2,,1111111472,16,,3,3,B,B,90,"('125154','NOYOLA','MIGUEL','','27','2','2','2','','1111111472','16','','3','3','B','B','90'),",,,,,
125652,RALEY,JOEL,,27,3,3,3,,1111111473,16,,3,3,C,C,90,"('125652','RALEY','JOEL','','27','3','3','3','','1111111473','16','','3','3','C','C','90'),",,,,,
126258,SHUTE,MICAH,,27,4,1,4,,1111111474,16,,3,3,A,A,90,"('126258','SHUTE','MICAH','','27','4','1','4','','1111111474','16','','3','3','A','A','90'),",,,,,
126450,SONG,RAN,,27,1,2,5,,1111111475,16,,3,3,B,B,90,"('126450','SONG','RAN','','27','1','2','5','','1111111475','16','','3','3','B','B','90'),",,,,,
126690,TAN,WEI,,27,2,3,6,,1111111476,16,,3,3,C,C,90,"('126690','TAN','WEI','','27','2','3','6','','1111111476','16','','3','3','C','C','90'),",,,,,
126696,TAYLOR,KATHARIN,,27,3,1,7,,1111111477,16,,3,3,A,A,90,"('126696','TAYLOR','KATHARIN','','27','3','1','7','','1111111477','16','','3','3','A','A','90'),",,,,,
126714,TECCE,CRANE,,27,4,2,8,,1111111478,16,,3,3,B,B,90,"('126714','TECCE','CRANE','','27','4','2','8','','1111111478','16','','3','3','B','B','90'),",,,,,
127164,WARNER,THOMAS,,27,1,3,1,,1111111479,16,,3,3,C,C,90,"('127164','WARNER','THOMAS','','27','1','3','1','','1111111479','16','','3','3','C','C','90'),",,,,,
129148,SMITH,MICHAEL,,27,2,1,2,,1111111480,16,,3,3,A,A,90,"('129148','SMITH','MICHAEL','','27','2','1','2','','1111111480','16','','3','3','A','A','90'),",,,,,
130924,CARSON,CHRISTINA,,27,3,2,3,,1111111481,16,,3,3,B,B,90,"('130924','CARSON','CHRISTINA','','27','3','2','3','','1111111481','16','','3','3','B','B','90'),",,,,,
131788,DORRIETY,WILLIAM,,27,4,3,4,,1111111482,16,,3,3,C,C,90,"('131788','DORRIETY','WILLIAM','','27','4','3','4','','1111111482','16','','3','3','C','C','90'),",,,,,
131998,EMERLING,ERIC,,27,1,1,5,,1111111483,16,,3,3,A,A,90,"('131998','EMERLING','ERIC','','27','1','1','5','','1111111483','16','','3','3','A','A','90'),",,,,,
132004,ENG,BRYANT,,27,2,2,6,,1111111484,16,,3,3,B,B,90,"('132004','ENG','BRYANT','','27','2','2','6','','1111111484','16','','3','3','B','B','90'),",,,,,
132178,FINNEY,SEAN,,27,3,3,7,,1111111485,16,,3,3,C,C,90,"('132178','FINNEY','SEAN','','27','3','3','7','','1111111485','16','','3','3','C','C','90'),",,,,,
132184,FIORELLI,MICHAEL,,27,4,1,8,,1111111486,16,,3,3,A,A,90,"('132184','FIORELLI','MICHAEL','','27','4','1','8','','1111111486','16','','3','3','A','A','90'),",,,,,
132346,FRUIN,BRITTANY,,27,1,2,1,,1111111487,16,,3,3,B,B,90,"('132346','FRUIN','BRITTANY','','27','1','2','1','','1111111487','16','','3','3','B','B','90'),",,,,,
132712,GRUBER,JORDAN,,27,2,3,2,,1111111488,16,,3,3,C,C,90,"('132712','GRUBER','JORDAN','','27','2','3','2','','1111111488','16','','3','3','C','C','90'),",,,,,
133144,HOWELL,JOHN,,27,3,1,3,,1111111489,16,,3,3,A,A,90,"('133144','HOWELL','JOHN','','27','3','1','3','','1111111489','16','','3','3','A','A','90'),",,,,,
133462,KEANE,MICHAEL,,27,4,2,4,,1111111490,16,,3,3,B,B,90,"('133462','KEANE','MICHAEL','','27','4','2','4','','1111111490','16','','3','3','B','B','90'),",,,,,
133714,KORPELA,KEEGAN,,27,1,3,5,,1111111491,16,,3,3,C,C,90,"('133714','KORPELA','KEEGAN','','27','1','3','5','','1111111491','16','','3','3','C','C','90'),",,,,,
133774,LAGERGREN,ELISE,,27,2,1,6,,1111111492,16,,3,3,A,A,90,"('133774','LAGERGREN','ELISE','','27','2','1','6','','1111111492','16','','3','3','A','A','90'),",,,,,
133870,LAVENDER,CHANTEL,,27,3,2,7,,1111111493,16,,3,3,B,B,90,"('133870','LAVENDER','CHANTEL','','27','3','2','7','','1111111493','16','','3','3','B','B','90'),",,,,,
134026,LIGHTFOOT,JEWEL,,27,4,3,8,,1111111494,16,,3,3,C,C,90,"('134026','LIGHTFOOT','JEWEL','','27','4','3','8','','1111111494','16','','3','3','C','C','90'),",,,,,
134560,METREVELI,BEKA,,27,1,1,1,,1111111495,16,,3,3,A,A,90,"('134560','METREVELI','BEKA','','27','1','1','1','','1111111495','16','','3','3','A','A','90'),",,,,,
134692,MONTERMINI,RAND,,27,2,2,2,,1111111496,16,,3,3,B,B,90,"('134692','MONTERMINI','RAND','','27','2','2','2','','1111111496','16','','3','3','B','B','90'),",,,,,
134710,MONTGOMERY,RYAN,,27,3,3,3,,1111111497,16,,3,3,C,C,90,"('134710','MONTGOMERY','RYAN','','27','3','3','3','','1111111497','16','','3','3','C','C','90'),",,,,,
134782,MOREJON,NICKOLUS,,27,4,1,4,,1111111498,16,,3,3,A,A,90,"('134782','MOREJON','NICKOLUS','','27','4','1','4','','1111111498','16','','3','3','A','A','90'),",,,,,
134854,MURRAY,KYLE,,27,1,2,5,,1111111499,16,,3,3,B,B,90,"('134854','MURRAY','KYLE','','27','1','2','5','','1111111499','16','','3','3','B','B','90'),",,,,,
135214,PARKER,WILLIAM,,27,2,3,6,,1111111500,16,,3,3,C,C,90,"('135214','PARKER','WILLIAM','','27','2','3','6','','1111111500','16','','3','3','C','C','90'),",,,,,
135250,PATRICK,GARRETT,,27,3,1,7,,1111111501,16,,3,3,A,A,90,"('135250','PATRICK','GARRETT','','27','3','1','7','','1111111501','16','','3','3','A','A','90'),",,,,,
135280,PAYNE,STEPHANIE,,27,4,2,8,,1111111502,16,,3,3,B,B,90,"('135280','PAYNE','STEPHANIE','','27','4','2','8','','1111111502','16','','3','3','B','B','90'),",,,,,
135310,PENLEY,JENNIFER,,27,1,3,1,,1111111503,16,,3,3,C,C,90,"('135310','PENLEY','JENNIFER','','27','1','3','1','','1111111503','16','','3','3','C','C','90'),",,,,,
135352,PETROS,HABEN,,27,2,1,2,,1111111504,16,,3,3,A,A,90,"('135352','PETROS','HABEN','','27','2','1','2','','1111111504','16','','3','3','A','A','90'),",,,,,
135490,PRIETO,GEORGE,,27,3,2,3,,1111111505,16,,3,3,B,B,90,"('135490','PRIETO','GEORGE','','27','3','2','3','','1111111505','16','','3','3','B','B','90'),",,,,,
136018,RYAN,ZACHARY,,27,4,3,4,,1111111506,16,,3,3,C,C,90,"('136018','RYAN','ZACHARY','','27','4','3','4','','1111111506','16','','3','3','C','C','90'),",,,,,
136270,SHARMA,ROHIT,,27,1,1,5,,1111111507,16,,3,3,A,A,90,"('136270','SHARMA','ROHIT','','27','1','1','5','','1111111507','16','','3','3','A','A','90'),",,,,,
136474,SNELGROVE,MILES,,27,2,2,6,,1111111508,16,,3,3,B,B,90,"('136474','SNELGROVE','MILES','','27','2','2','6','','1111111508','16','','3','3','B','B','90'),",,,,,
136504,SOHN,JOSHUA,,27,3,3,7,,1111111509,16,,3,3,C,C,90,"('136504','SOHN','JOSHUA','','27','3','3','7','','1111111509','16','','3','3','C','C','90'),",,,,,
136648,STOUT,CLAYTON,,27,4,1,8,,1111111510,16,,3,3,A,A,90,"('136648','STOUT','CLAYTON','','27','4','1','8','','1111111510','16','','3','3','A','A','90'),",,,,,
136696,SWEET,ALEXANDER,,27,1,2,1,,1111111511,16,,3,3,B,B,90,"('136696','SWEET','ALEXANDER','','27','1','2','1','','1111111511','16','','3','3','B','B','90'),",,,,,
136750,TAUBER,TROY,,27,2,3,2,,1111111512,16,,3,3,C,C,90,"('136750','TAUBER','TROY','','27','2','3','2','','1111111512','16','','3','3','C','C','90'),",,,,,
136780,TESKA,CHRISTOPHER,,27,3,1,3,,1111111513,16,,3,3,A,A,90,"('136780','TESKA','CHRISTOPHER','','27','3','1','3','','1111111513','16','','3','3','A','A','90'),",,,,,
137266,WILKE,KORIN,,27,4,2,4,,1111111514,16,,3,3,B,B,90,"('137266','WILKE','KORIN','','27','4','2','4','','1111111514','16','','3','3','B','B','90'),",,,,,
137416,WRIGHT,KAMERON,,27,1,3,5,,1111111515,16,,3,3,C,C,90,"('137416','WRIGHT','KAMERON','','27','1','3','5','','1111111515','16','','3','3','C','C','90'),",,,,,
137452,YUN,HANNAH,,27,2,1,6,,1111111516,16,,3,3,A,A,90,"('137452','YUN','HANNAH','','27','2','1','6','','1111111516','16','','3','3','A','A','90'),",,,,,
140330,BALL,DEIRDRE,,27,3,2,7,,1111111517,16,,3,3,B,B,90,"('140330','BALL','DEIRDRE','','27','3','2','7','','1111111517','16','','3','3','B','B','90'),",,,,,
140600,BOYD,CAROL,,27,4,3,8,,1111111518,16,,3,3,C,C,90,"('140600','BOYD','CAROL','','27','4','3','8','','1111111518','16','','3','3','C','C','90'),",,,,,
141506,DAVINSIZER,KYLE,,27,1,1,1,,1111111519,16,,3,3,A,A,90,"('141506','DAVINSIZER','KYLE','','27','1','1','1','','1111111519','16','','3','3','A','A','90'),",,,,,
141644,DENNIS,KATHLEEN,,27,2,2,2,,1111111520,16,,3,3,B,B,90,"('141644','DENNIS','KATHLEEN','','27','2','2','2','','1111111520','16','','3','3','B','B','90'),",,,,,
141752,DOYLE,HALEY,,27,3,3,3,,1111111521,16,,3,3,C,C,90,"('141752','DOYLE','HALEY','','27','3','3','3','','1111111521','16','','3','3','C','C','90'),",,,,,
142100,FLAMIO,JUSTIS,,27,4,1,4,,1111111522,16,,3,3,A,A,90,"('142100','FLAMIO','JUSTIS','','27','4','1','4','','1111111522','16','','3','3','A','A','90'),",,,,,
142292,GALLAHER,DAVID,,27,1,2,5,,1111111523,16,,3,3,B,B,90,"('142292','GALLAHER','DAVID','','27','1','2','5','','1111111523','16','','3','3','B','B','90'),",,,,,
142304,GAMEZ,SHANE,,27,2,3,6,,1111111524,16,,3,3,C,C,90,"('142304','GAMEZ','SHANE','','27','2','3','6','','1111111524','16','','3','3','C','C','90'),",,,,,
142832,HEASTY,BRYAN,,27,3,1,7,,1111111525,16,,3,3,A,A,90,"('142832','HEASTY','BRYAN','','27','3','1','7','','1111111525','16','','3','3','A','A','90'),",,,,,
142964,HOFMAN,JARED,,27,4,2,8,,1111111526,16,,3,3,B,B,90,"('142964','HOFMAN','JARED','','27','4','2','8','','1111111526','16','','3','3','B','B','90'),",,,,,
143258,JOHNSON,RAHSAAN,,27,1,3,1,,1111111527,16,,3,3,C,C,90,"('143258','JOHNSON','RAHSAAN','','27','1','3','1','','1111111527','16','','3','3','C','C','90'),",,,,,
143294,JONES,DONNA,,27,2,1,2,,1111111528,16,,3,3,A,A,90,"('143294','JONES','DONNA','','27','2','1','2','','1111111528','16','','3','3','A','A','90'),",,,,,
143330,JOOST,BO,,27,3,2,3,,1111111529,16,,3,3,B,B,90,"('143330','JOOST','BO','','27','3','2','3','','1111111529','16','','3','3','B','B','90'),",,,,,
143486,KIDD,JOSEPH,,27,4,3,4,,1111111530,16,,3,3,C,C,90,"('143486','KIDD','JOSEPH','','27','4','3','4','','1111111530','16','','3','3','C','C','90'),",,,,,
143534,KIMBROW,TIMOTHY,,27,1,1,5,,1111111531,16,,3,3,A,A,90,"('143534','KIMBROW','TIMOTHY','','27','1','1','5','','1111111531','16','','3','3','A','A','90'),",,,,,
143660,KUEGEL,WILLIAM,,27,2,2,6,,1111111532,16,,3,3,B,B,90,"('143660','KUEGEL','WILLIAM','','27','2','2','6','','1111111532','16','','3','3','B','B','90'),",,,,,
144026,LYONS,PATRICK,,27,3,3,7,,1111111533,16,,3,3,C,C,90,"('144026','LYONS','PATRICK','','27','3','3','7','','1111111533','16','','3','3','C','C','90'),",,,,,
144152,MAPUGAY,ARTHUR,,27,4,1,8,,1111111534,16,,3,3,A,A,90,"('144152','MAPUGAY','ARTHUR','','27','4','1','8','','1111111534','16','','3','3','A','A','90'),",,,,,
144374,MCELWEE,THOMAS,,27,1,2,1,,1111111535,16,,3,3,B,B,90,"('144374','MCELWEE','THOMAS','','27','1','2','1','','1111111535','16','','3','3','B','B','90'),",,,,,
144650,MORSE,HANNAH,,27,2,3,2,,1111111536,16,,3,3,C,C,90,"('144650','MORSE','HANNAH','','27','2','3','2','','1111111536','16','','3','3','C','C','90'),",,,,,
144662,MOSS,STEPHEN,,27,3,1,3,,1111111537,16,,3,3,A,A,90,"('144662','MOSS','STEPHEN','','27','3','1','3','','1111111537','16','','3','3','A','A','90'),",,,,,
144752,MUTI,JOHN,,27,4,2,4,,1111111538,16,,3,3,B,B,90,"('144752','MUTI','JOHN','','27','4','2','4','','1111111538','16','','3','3','B','B','90'),",,,,,
145106,PARK,HONGYONG,,27,1,3,5,,1111111539,16,,3,3,C,C,90,"('145106','PARK','HONGYONG','','27','1','3','5','','1111111539','16','','3','3','C','C','90'),",,,,,
145346,PINE,PAULENA,,27,2,1,6,,1111111540,16,,3,3,A,A,90,"('145346','PINE','PAULENA','','27','2','1','6','','1111111540','16','','3','3','A','A','90'),",,,,,
145352,PINTO,ANTHONY,,27,3,2,7,,1111111541,16,,3,3,B,B,90,"('145352','PINTO','ANTHONY','','27','3','2','7','','1111111541','16','','3','3','B','B','90'),",,,,,
